번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,,,
1566,229480,줌인터넷,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",10344680,5172340000,500,원(KRW),02-583-4640,"서울특별시 서초구 반포대로 3, 7층 (서초동, 이스트빌딩)",2116,,,,
1567,900050,중국원양자원,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",97859369,1193180756,0,홍콩달러(HKD),+852-2167-0004,"Suites 3701-10, 37/F, Jardine House，1 Connaught Place, Central Hong Kong -",2116,,,,
1568,72020,중앙백신,32101,기초 의약물질 및 생물학적 제제 제조업,7320000,3660000000,500,원(KRW),(042)863-9322,대전광역시 유성구 유성대로 1476-37 (주)중앙백신연구소,2116,,,,
1569,440,중앙에너비스,74607,기타 전문 도매업,1245426,3113565000,2500,원(KRW),070-8707-4500,서울특별시 용산구  한남대로 82,2116,,,,
1570,54180,중앙오션,33101,선박 및 보트 건조업,21860000,10930000000,500,원(KRW),02-3218-9500,서울시 영등포구 여의도동 25-5 동화빌딩 12층,2116,,,,
1571,228760,지노믹트리,137001,자연과학 및 공학 연구개발업,2306353,1153176500,500,원(KRW),042-861-4551,대전광역시 유성구 테크노10로 44-6,2116,,,,
1572,155960,지디,32602,전자부품 제조업,18149154,9074577000,500,원(KRW),070-7435-3721,충청북도 청주시 흥덕구  대신로146번길 174,2116,,,,
1573,208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업,32467795,3246779500,100,원(KRW),02-786-7551,"서울특별시 강남구 역삼로 542 5층 502호(대치동, 신사제2빌딩)",2116,,,,
1574,138290,지성이씨에스,64201,기반조성 및 시설물 축조관련 전문공사업,2352000,2352000000,1000,원(KRW),02-517-1148,경기도 남양주시 별내3로 340천보프라자 4층 403-1,2116,,,,
1575,114570,지스마트글로벌,32601,반도체 제조업,19778476,9889238000,500,원(KRW),031-708-4412,경기도 성남시 분당구 판교역로241번길 20미래에셋벤처타워 1층,2116,,,,
1576,51160,지어소프트,105802,소프트웨어 개발 및 공급업,12820024,6410012000,500,원(KRW),02-2155-5100,"서울특별시 서초구 강남대로 327 서초동 대륭서초타워 12,13층",2116,,,,
1577,53050,지에스이,43502,가스 제조 및 배관공급업,28060517,14340817500,500,원(KRW),055-855-0102,경상남도 사천시 사천읍 구암두문로 412-30,2116,,,,
1578,119850,지엔씨에너지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",8560678,4280339000,500,원(KRW),02-2164-9200,"서울특별시 영등포구 양산로 43 우림이비지센터 911, 912호",2116,,,,
1579,65060,지엔코,31401,봉제의복 제조업,74929618,37464809000,500,원(KRW),(02)2185-8510,서울특별시 송파구  동남로4길 41 지엔코빌딩,2116,,,,
1580,204840,지엘팜텍,137001,자연과학 및 공학 연구개발업,30218713,3021871300,100,원(KRW),02-6915-5342,경기도 성남시 중원구 사기막골로 137 중앙인더스피아5차 714호,2116,,,,
1581,13870,지엠비코리아,33003,자동차 부품 제조업,19072280,9536140000,500,원(KRW),055-263-2131,경상남도 창원시 성산구  웅남로 618(성산동),2116,,,,
1582,18290,지엠피,32603,컴퓨터 및 주변장치 제조업,17431721,8715860500,500,원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P,2116,,,,
1583,71320,지역난방공사,43503,"증기, 냉온수 및 공기조절 공급업",11578744,57893720000,5000,원(KRW),031-780-4114,경기도 성남시 분당구 분당로 368,2116,,,,
1584,135160,지오씨,32803,절연선 및 케이블 제조업,2725000,1362500000,500,원(KRW),062-973-6114,광주광역시 북구 첨단벤처로60번길 10(대촌동),2116,,,,
1585,10580,지코,33003,자동차 부품 제조업,41712680,20856340000,500,원(KRW),041-529-7714,경기도 평택시 장안외길 27-16 -,2116,,,,
1586,35000,지투알,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",16567409,17571493000,1000,원(KRW),02-705-2173,서울특별시 마포구  마포대로 155 LG마포B/D15F,2116,,,,
1587,115450,지트리비앤티,32602,전자부품 제조업,22114234,11057117000,500,원(KRW),031-786-7800,경기도 성남시 분당구  정자일로 248 2201,2116,,,,
1588,219750,지티지웰니스,74605,기계장비 및 관련 물품 도매업,1556450,778225000,500,원(KRW),031-702-4418,경기도 용인시 수지구 신수로 767 902호,903호,1701호,1702호,1703호,1704호
1589,88790,진도,74607,기타 전문 도매업,12447744,6223872000,500,원(KRW),02-850-8270,서울특별시 금천구  가산디지털1로 75,2116,,,,
1590,18120,진로발효,31101,알콜음료 제조업,7524000,3984450000,500,원(KRW),031 -491 -2675,경기도 안산시 단원구 별망로 594,2116,,,,
1591,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,10215273,5107636500,500,원(KRW),031-628-2000,"경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층",2116,,,,
1592,86060,진바이오텍,31008,동물용 사료 및 조제식품 제조업,8610587,4305293500,500,원(KRW),041-853-9961,충청남도 공주시  계룡면 신원사로 166,2116,,,,
1593,36890,진성티이씨,32902,특수 목적용 기계 제조업,22482268,11241134000,500,원(KRW),031 -658 -0100,경기도 평택시 세교산단로 3 (세교동),2116,,,,
1594,3780,진양산업,32202,플라스틱제품 제조업,13000000,6500000000,500,원(KRW),055-382-8981,경상남도 양산시  유산공단7길 42-1,2116,,,,
1595,7370,진양제약,32102,의약품 제조업,12000000,6000000000,500,원(KRW),02-3470-0300,서울특별시 서초구  효령로 231,2116,,,,
1596,10640,진양폴리우레탄,32001,기초화학물질 제조업,10000000,5000000000,500,원(KRW),031-657-2545,경기 평택시 세교동 536-8번지,2116,,,,
1597,100250,진양홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",55895292,27947646000,500,원(KRW),051-809-8813,부산광역시 부산진구 시민공원로 20번길 8(부암동) -,2116,,,,
1598,51630,진양화학,32202,플라스틱제품 제조업,12000000,6000000000,500,원(KRW),052-278-0700,울산광역시 남구  장생포로 93,2116,,,,
1599,11000,진원생명과학,74607,기타 전문 도매업,16144963,16144963000,1000,원(KRW),02-527-0600,서울특별시 강남구  테헤란로 223 큰길타워빌딩,2116,,,,
1600,2780,진흥기업,64102,토목 건설업,152562189,76857107500,500,원(KRW),02-772-1200,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",2116,,,,
1601,85660,차바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업,50581773,25290886500,500,원(KRW),031-881-7400,서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층,2116,,,,
1602,900040,차이나그레이트,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",114425850,11442585,0.1,미국달러(USD),86-595-8673-2222,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",2116,,,,
1603,900090,차이나하오란,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",54000000,395620531,0,중국위안(CNY),86-510-8611-8800,"Unit 3201, 32nd Floor Jardine House 1 Connaught Place Central  Hong Kong",2116,,,,
1604,9310,참엔지니어링,32902,특수 목적용 기계 제조업,49189958,25019977500,500,원(KRW),031-330-8500,경기도 용인시 처인구  남사면 형제로 5,2116,,,,
1605,94850,참좋은레져,147502,여행사 및 기타 여행보조 서비스업,14000000,7000000000,500,원(KRW),02-3014-4013,"서울특별시 서초구 서초대로 274 (서초동, 3000타워)",2116,,,,
1606,4650,창해에탄올,31101,알콜음료 제조업,8444121,4222060500,500,원(KRW),063-214-7800,전라북도 전주시 덕진구 원만성로 15,2116,,,,
1607,111820,처음앤씨,106309,기타 정보 서비스업,19274529,9637264500,500,원(KRW),02-6950-9500,서울특별시 광진구 광나루로56길 85프라임센터 35층,2116,,,,
1608,650,천일고속,84902,육상 여객 운송업,1429220,7146100000,5000,원(KRW),051-254-9111,부산광역시 동구 중앙대로 168(초량동),2116,,,,
1609,140290,청광종건,64102,토목 건설업,10555100,5277550000,500,원(KRW),02-3461-6393,서울특별시 강남구  언주로 550,2116,,,,
1610,96240,청담러닝,168505,일반 교습 학원,6896578,3448289000,500,원(KRW),02-3429-9407,서울특별시 강남구  영동대로 731 신영빌딩 15층 외,2116,,,,
1611,13720,청보산업,33003,자동차 부품 제조업,7644589,3822294500,500,원(KRW),032 -816 -3550,인천광역시 남동구  남동대로 208,2116,,,,
1612,12600,청호컴넷,32901,일반 목적용 기계 제조업,8376352,41881760000,5000,원(KRW),02-3670-7700-2,서울특별시 강남구 도산대로 318,2116,,,,
1613,33250,체시스,33003,자동차 부품 제조업,24000000,12000000000,500,원(KRW),053-851-8511,경상북도 경산시 진량읍 일연로 528,2116,,,,
1614,47820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",49283122,24641561000,500,원(KRW),02-6925-7000,서울특별시 강남구 언주로148길 19 청호빌딩 4층,2116,,,,
1615,94360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,7235092,3761046000,500,원(KRW),02-568-3767,"서울특별시 강남구 삼성로85길 26, 11~13층",2116,,,,
1616,16920,카스,74605,기계장비 및 관련 물품 도매업,16174112,8087056000,500,원(KRW),02-2225-3526,경기도 양주시  광적면 그루고개로 262,2116,,,,
1617,220250,카이노스메드,137001,자연과학 및 공학 연구개발업,11691352,5845676000,500,원(KRW),02-567-7419,경기도 성남시 분당구 대왕판교로712번길 16한국파스퇴르연구소 4층,2116,,,,
1618,35720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",67615715,33857857500,500,원(KRW),02-1577-3321,제주특별자치도 제주시 첨단로 242,2116,,,,
1619,6380,카프로,32001,기초화학물질 제조업,40000000,20000000000,500,원(KRW),02-399-1200,서울특별시 종로구  인사동7길 12 관훈동,2116,,,,
1620,71850,캐스텍코리아,33003,자동차 부품 제조업,12373089,6186544500,500,원(KRW),051-974-4222,부산광역시 사상구 학장로63번길 24,2116,,,,
1621,66410,캔들미디어,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",61670933,30835466500,500,원(KRW),(02)3452-5079,서울특별시 강남구  논현로75길 10 영창빌딩 5층,2116,,,,
1622,50110,캠시스,32602,전자부품 제조업,52435889,26217944500,500,원(KRW),070-4680-2500,인천광역시 연수구  벤처로100번길 26,2116,,,,
1623,78340,컴투스,105802,소프트웨어 개발 및 공급업,12866420,6433210000,500,원(KRW),02-6292-6000,서울특별시 금천구  가산디지털1로 131,2116,,,,
1624,214370,케어젠,32101,기초 의약물질 및 생물학적 제제 제조업,10710000,5355000000,500,원(KRW),031-420-9242,경기도 안양시 동안구 엘에스로91번길 46-38,2116,,,,
1625,221980,케이디켐,32004,기타 화학제품 제조업,4034800,2017400000,500,원(KRW),043-543-8430,충청북도 보은군 보은읍 매화구인로 345 &nbsp,2116,,,,
1626,43290,케이맥,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",6838015,3419007500,500,원(KRW),429303800,대전광역시 유성구 테크노8로 33,2116,,,,
1627,250930,케이비제10호스팩,116601,금융지원 서비스업,5210000,521000000,100,원(KRW),02-783-1101,"서울특별시 영등포구 63로 40, 636호(여의도동, 라이프오피스텔) &nbsp",2116,,,,
1628,222390,케이비제8호스팩,116601,금융지원 서비스업,10310000,1031000000,100,원(KRW),02-312-3380,"서울특별시 마포구 마포대로 208, 301호(아현동, 효성인텔리안)",2116,,,,
1629,232270,케이비제9호스팩,116601,금융지원 서비스업,13815700,1381570000,100,원(KRW),226551271,"서울특별시 양천구 목동동로 293, 2304호 (목동, 현대41타워)",2116,,,,
1630,21960,케이비캐피탈,116409,기타 금융업,21492128,107460640000,5000,원(KRW),02-1544-1200,경기도 수원시 팔달구  효원로  295,2116,,,,
1631,192250,케이사인,105802,소프트웨어 개발 및 공급업,61476373,6147637300,100,원(KRW),02-591-2390,"서울특별시 강남구 논현로64길 18 경풍빌딩 3,4,5층",2116,,,,
1632,2380,케이씨씨,32004,기타 화학제품 제조업,10556513,56434870000,5000,원(KRW),02-3480-5000,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,2116,,,,
1633,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12000000,6000000000,500,원(KRW),02-6377-5221,경상북도 구미시 3공단1로 284 (임수동),2116,,,,
1634,29460,케이씨텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",33393384,16696692000,500,원(KRW),031-670-8900,경기도 안성시  미양면 제2공단2길 39,2116,,,,
1635,89150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",17150000,8575000000,500,원(KRW),02-6377-5622,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩,2116,,,,
1636,9070,케이씨티시,84903,도로 화물 운송업,30000000,15000000000,500,원(KRW),02-310-0700,서울특별시 중구 남대문로 63 한진빌딩,2116,,,,
1637,25880,케이씨피드,31008,동물용 사료 및 조제식품 제조업,16150696,8075348000,500,원(KRW),054-332-6511,경상북도 영천시 금호읍 금호로 320,2116,,,,
1638,93320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",4880000,2440000000,500,원(KRW),02-2187-6373,서울특별시 강남구  언주로30길 13 대림아크로텔 5층,2116,,,,
1639,65940,케이에스씨비,32001,기초화학물질 제조업,20769255,10384627500,500,원(KRW),(055)385-1500,경상남도 양산시 두전길 94,2116,,,,
1640,73010,케이에스피,32901,일반 목적용 기계 제조업,9444037,4722018500,500,원(KRW),(051)831-6270,부산광역시 강서구  녹산산단381로86번길 43,2116,,,,
1641,105330,케이엔더블유,32202,플라스틱제품 제조업,5661347,2830673500,500,원(KRW),031-950-0200,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,2116,,,,
1642,68150,케이엔씨글로벌,64204,실내건축 및 건축마무리 공사업,72789862,36394931000,500,원(KRW),031-278-0797,"경기도 수원시 권선구 오목천로 132번길 33,810호,811호(고색동, 휴먼스카이밸리)",2116,,,,
1643,39420,케이엘넷,106102,전기통신업,24154730,12077365000,500,원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14),2116,,,,
1644,83550,케이엠,74607,기타 전문 도매업,9778918,4889459000,500,원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠,2116,,,,
1645,32500,케이엠더블유,32604,통신 및 방송 장비 제조업,16100000,8050000000,500,원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,2116,,,,
1646,237720,케이엠제약,32004,기타 화학제품 제조업,2022000,202200000,100,원(KRW),,경기도 평택시 포승읍 평택항로268번길 121,2116,,,,
1647,145270,케이탑리츠,126801,부동산 임대 및 공급업,40633150,40633150000,1000,원(KRW),02-783-5858,서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,2116,,,,
1648,30200,케이티,106102,전기통신업,261111808,1564498835000,5000,원(KRW),031-727-0114,경기도 성남시 분당구 불정로 90 KT 본사,2116,,,,
1649,204650,케이티비스팩1호,116601,금융지원 서비스업,5500000,550000000,100,원(KRW),02-2184-2894,"서울특별시 영등포구 여의대로 66, 4층",2116,,,,
1650,214150,케이티비스팩2호,116601,금융지원 서비스업,5500000,550000000,100,원(KRW),02-2184-2894,"서울특별시 영등포구 여의대로 66, 4층",2116,,,,
1651,58860,케이티스,106309,기타 정보 서비스업,34802000,17401000000,500,원(KRW),02-3215-2058,서울특별시 영등포구 여의대로 14 케이티빌딩 10층,2116,,,,
1652,53210,케이티스카이라이프,106002,텔레비전 방송업,47821966,119554915000,2500,원(KRW),02-2003-3000,"서울특별시 마포구 매봉산로 758층, 9층",2116,,,,
1653,33780,케이티앤지,31201,담배 제조업,137292497,954959485000,5000,원(KRW),042-939-5000,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,2116,,,,
1654,64820,케이프,33101,선박 및 보트 건조업,18519252,9259626000,500,원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303,2116,,,,
1655,24880,케이피에프,32509,기타 금속가공제품 제조업,14886642,7443321000,500,원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,2116,,,,
1656,42040,케이피엠테크,32004,기타 화학제품 제조업,11107324,5553662000,500,원(KRW),(031)489-4100,경기 안산시 원시동 816-2,2116,,,,
1657,54410,케이피티,32509,기타 금속가공제품 제조업,5060000,2530000000,500,원(KRW),031-491-5695~7,경기도 화성시 정남면 괘랑2길 1,2116,,,,
1658,89010,켐트로닉스,32602,전자부품 제조업,10194971,5097485500,500,원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31,2116,,,,
1659,52400,코나아이,105802,소프트웨어 개발 및 공급업,15559118,7779559000,500,원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,2116,,,,
1660,94860,코닉글로리,105802,소프트웨어 개발 및 공급업,44593545,4459354500,100,원(KRW),02-3479-7400,서울특별시 강남구 학동로 155,,,,,
1661,46070,코다코,33003,자동차 부품 제조업,36343168,18171584000,500,원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8,2116,,,,
1662,47770,코데즈컴바인,31401,봉제의복 제조업,37842602,18921301000,500,원(KRW),02-6361-2400,서울특별시 강남구 강남대로 574 전기공사공제조합회관-,2116,,,,
1663,80530,코디,32902,특수 목적용 기계 제조업,14911831,7455915500,500,원(KRW),031-322-7788,경기도 용인시 기흥구 영덕동 103-1,2116,,,,
1664,224060,코디엠,32902,특수 목적용 기계 제조업,22504880,2250488000,100,원(KRW),416209000,충청남도 천안시 서북구 백석공단2길 62,2116,,,,
1665,900140,코라오홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",47869508,11967377,0.25,미국달러(USD),02-6050-7000,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands",2116,,,,
1666,78650,코렌,32703,"안경, 사진장비 및 기타 광학기기 제조업",13825348,6912674000,500,원(KRW),031-740-6800,경기도 성남시 중원구 사기막골로 90 (상대원동),2116,,,,
1667,104540,코렌텍,32701,의료용 기기 제조업,9794153,4897076500,500,원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12,2116,,,,
1668,33430,코리드,74607,기타 전문 도매업,92481390,46240695000,500,원(KRW),031-997-6181,경기도 김포시  대곶면 대명항로403번길 109,2116,,,,
1669,90970,코리아01호,126901,운송장비 임대업,2191080,10955400000,5000,원(KRW),02-559-1900,부산광역시 영도구  남항서로 6-7,2116,,,,
1670,90980,코리아02호,126901,운송장비 임대업,2191080,10955400000,5000,원(KRW),02-559-1900,부산광역시 영도구  남항서로 6-7,2116,,,,
1671,90990,코리아03호,126901,운송장비 임대업,2191080,10955400000,5000,원(KRW),02-559-1900,부산광역시 영도구  남항서로 6-7,2116,,,,
1672,91000,코리아04호,126901,운송장비 임대업,2191080,10955400000,5000,원(KRW),02-559-1900,부산광역시 영도구  남항서로 6-7,2116,,,,
1673,27050,코리아나,32004,기타 화학제품 제조업,40000000,20000000000,500,원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6,2116,,,,
1674,7810,코리아써키트,32602,전자부품 제조업,23620751,13684570000,500,원(KRW),031-491-3061,경기도 안산시 단원구  강촌로139번길 9,2116,,,,
1675,101670,코리아에스이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",18900000,3780000000,200,원(KRW),031-466-4822,경기도 광주시  오포읍 오포안로 46-10,2116,,,,
1676,123410,코리아에프티,33003,자동차 부품 제조업,27841064,2784106400,100,원(KRW),070-7093-1330,경기도 안성시 원곡면 섬바위길 23,2116,,,,
1677,152330,코리아오토글라스,32301,유리 및 유리제품 제조업,20000000,100000000000,5000,원(KRW),044-860-5000,세종특별자치시  전의면 산단길 134,2116,,,,
1678,3690,코리안리,116502,재 보험업,120369116,60184558000,500,원(KRW),02-3702-6000,서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩,2116,,,,
1679,36690,코맥스,32604,통신 및 방송 장비 제조업,13733612,6866806000,500,원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494,2116,,,,
1680,49430,코메론,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",9048000,4524000000,500,원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,2116,,,,
1681,41960,코미팜,32102,의약품 제조업,54690337,5469033700,100,원(KRW),031-498-6104,경기도 시흥시  경제로 17,2116,,,,
1682,9730,코센,32401,1차 철강 제조업,37390687,18695343500,500,원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29,2116,,,,
1683,189350,코셋,32604,통신 및 방송 장비 제조업,4000000,2000000000,500,원(KRW),062-975-8811,광주광역시 북구  첨단벤처로60번길 39,2116,,,,
1684,192820,코스맥스,32004,기타 화학제품 제조업,8999509,4499754500,500,원(KRW),031-359-0300,"경기도 화성시  향남읍 제약공단1길 27, 2길 46",2116,,,,
1685,44820,코스맥스비티아이,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",9603921,4801960500,500,원(KRW),031-789-3000,경기도 성남시 분당구 운중로178번길 1 202호(운중동),2116,,,,
1686,241710,코스메카코리아,32004,기타 화학제품 제조업,5340000,2670000000,500,원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12,2116,,,,
1687,5070,코스모신소재,32004,기타 화학제품 제조업,15077968,75389840000,5000,원(KRW),043-850-1114,인천광역시 서구  가석로 36 (가좌동),2116,,,,
1688,5420,코스모화학,32004,기타 화학제품 제조업,13328444,66642220000,5000,원(KRW),052-231-6700,서울특별시 서초구  반포대로 43 코스모빌딩 5층,2116,,,,
1689,69110,코스온,32004,기타 화학제품 제조업,17400369,8700184500,500,원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 6층(대치동,일동빌딩)",2116,,,,
1690,48870,코아로직,32601,반도체 제조업,44385288,22192644000,500,원(KRW),02-2191-0716,경기도 성남시 분당구 판교로255번길 20E동 504호 (삼평동),2116,,,,
1691,71950,코아스,33201,가구 제조업,30907210,15453605000,500,원(KRW),02-2692-2360,서울특별시 영등포구 선유로52길 17,2116,,,,
1692,166480,코아스템,32102,의약품 제조업,15717440,7858720000,500,원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),2116,,,,
1693,45970,코아시아홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",16022501,8011250500,500,원(KRW),032-500-1721,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,2116,,,,
1694,38530,코아크로스,32604,통신 및 방송 장비 제조업,53869554,26934777000,500,원(KRW),02-2029-0700,경상북도 구미시 1공단로6길 53-35 (공단동),2116,,,,
1695,29960,코엔텍,53802,폐기물 처리업,50000000,25000000000,500,원(KRW),(052)228-7300,울산 남구 용잠동 산 157,2116,,,,
1696,2020,코오롱,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",12061185,65687875000,5000,원(KRW),02-3677-3114,경기 과천시 별양동 1-23 코오롱타워,2116,,,,
1697,3070,코오롱글로벌,64102,토목 건설업,16570088,84414455000,5000,원(KRW),02-3677-5114,경기도 과천시 코오롱로 11 코오롱타워,2116,,,,
1698,144620,코오롱머티리얼,32005,화학섬유 제조업,9000000,45000000000,5000,원(KRW),02-3677-4286,경기도 과천시  코오롱로 13 코오롱타워 별관8층,2116,,,,
1699,102940,코오롱생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,7610890,3805445000,500,원(KRW),02-3677-4151,경기도 과천시  코오롱로 13 코오롱타워별관7층 코오롱생명과학(주),2116,,,,
1700,120110,코오롱인더,32005,화학섬유 제조업,25151321,139595905000,5000,원(KRW),3677-3114,경기도 과천시  코오롱로 11 코오롱타워,2116,,,,
1701,138490,코오롱플라스틱,32003,합성고무 및 플라스틱 물질 제조업,38000000,38000000000,1000,원(KRW),054-420-8371,경상북도 김천시  공단3길 64 (응명동),2116,,,,
1702,21240,코웨이,199609,그외 기타 개인 서비스업,76380513,40662398000,500,원(KRW),041-850-7811-5,충청남도 공주시 유구읍 유구마곡사로 136-23,2116,,,,
1703,33290,코웰패션,32602,전자부품 제조업,93064397,46532198500,500,원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381,2116,,,,
1704,56360,코위버,32604,통신 및 방송 장비 제조업,9796800,4898400000,500,원(KRW),(02)3140-3300,서울특별시 마포구  동교로19길 12(서교동),2116,,,,
1705,121850,코이즈,32202,플라스틱제품 제조업,9936145,4968072500,500,원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,2116,,,,
1706,15710,코콤,32604,통신 및 방송 장비 제조업,17530500,8765250000,500,원(KRW),02  -6675-2135,서울 강서구 염창동 260-7,2116,,,,
1707,52330,코텍,32605,영상 및 음향기기 제조업,15574552,7787276000,500,원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26,2116,,,,
1708,126600,코프라,32003,합성고무 및 플라스틱 물질 제조업,9748328,4874164000,500,원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142,2116,,,,
1709,200130,콜마비앤에이치,32101,기초 의약물질 및 생물학적 제제 제조업,29543558,14771779000,500,원(KRW),02-3774-3822,대전광역시 유성구 테크노3로 22 -,2116,,,,
1710,31820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",31851466,15925733000,500,원(KRW),02-3289-0114,서울특별시 영등포구  가마산로 343,2116,,,,
1711,225650,쿠첸,32805,가정용 기기 제조업,10686277,5343138500,500,원(KRW),02-2008-7272,서울특별시 강남구 삼성로 528 부방빌딩 &nbsp,2116,,,,
1712,192400,쿠쿠전자,32805,가정용 기기 제조업,9803360,4901680000,500,원(KRW),055-380-0734,경상남도 양산시 유산공단2길 14(교동),2116,,,,
1713,60280,큐렉소,74708,기타 상품 전문 소매업,26954866,13477433000,500,원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",2116,,,,
1714,40350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",93029107,46514553500,500,원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",2116,,,,
1715,51780,큐로홀딩스,74603,음·식료품 및 담배 도매업,60193222,30096611000,500,원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",2116,,,,
1716,115180,큐리언트,137001,자연과학 및 공학 연구개발업,7227262,3613631000,500,원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층",2116,,,,
1717,65560,큐브스,105802,소프트웨어 개발 및 공급업,26792100,13396050000,500,원(KRW),02-2025-6500,"서울특별시 금천구  가산디지털1로 165 가산비지니스센터 (가산동, 가산비즈니스센터13층)",2116,,,,
1718,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,26573767,2657376700,100,원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 -,2116,,,,
1719,66310,큐에스아이,32601,반도체 제조업,8278230,4139115000,500,원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17,2116,,,,
1720,136660,큐엠씨,32902,특수 목적용 기계 제조업,892000,446000000,500,원(KRW),031-427-0710,"경기도 안양시 동안구 흥안대로439번길 55 (관양동, QMC)",2116,,,,
1721,16600,큐캐피탈,116409,기타 금융업,94296053,47148026500,500,원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워),2116,,,,
1722,5740,크라운제과,31007,기타 식품 제조업,14735240,7822695000,500,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3,2116,,,,
1723,215570,크로넥스,137001,자연과학 및 공학 연구개발업,1000000,500000000,500,원(KRW),02-557-3982,경기도 화성시 팔탄면 주석로778번길 55,2116,,,,
